filename, dx, dy, angle, scale
Images/SPI-AOI-TEST-0082.jpeg,-8,-12,-12.172,1.06343
Images/SPI-AOI-TEST-0083.jpeg,-47,33,-29.4652,0.995729
Images/SPI-AOI-TEST-0084.jpeg,-27,-16,24.596,1.04213
Images/SPI-AOI-TEST-0085.jpeg,-44,-40,15.9522,1.0995
Images/SPI-AOI-TEST-0086.jpeg,-49,17,14.5892,0.900456
Images/SPI-AOI-TEST-0087.jpeg,3,-47,12.0702,0.930494
Images/SPI-AOI-TEST-0088.jpeg,-30,29,-22.0642,0.97138
Images/SPI-AOI-TEST-0089.jpeg,-38,9,-10.9414,0.984947
Images/SPI-AOI-TEST-0090.jpeg,46,-40,-9.70945,0.944591
Images/SPI-AOI-TEST-0091.jpeg,-2,-31,-28.9475,1.08147
Images/SPI-AOI-TEST-0092.jpeg,17,20,14.3511,0.930267
Images/SPI-AOI-TEST-0093.jpeg,-47,24,-27.8851,0.931391
Images/SPI-AOI-TEST-0094.jpeg,-25,0,22.5494,0.908392
Images/SPI-AOI-TEST-0095.jpeg,-12,-44,9.68662,1.06849
Images/SPI-AOI-TEST-0096.jpeg,15,-15,12.2161,1.07054
Images/SPI-AOI-TEST-0097.jpeg,-27,-45,12.191,0.916097
Images/SPI-AOI-TEST-0098.jpeg,36,23,-15.0268,0.941004
Images/SPI-AOI-TEST-0099.jpeg,42,19,-13.9567,0.95987
Images/SPI-AOI-TEST-0100.jpeg,-40,23,-21.5418,0.996962
Images/SPI-AOI-TEST-0101.jpeg,-35,-33,-23.0906,0.969299
Images/SPI-AOI-TEST-0102.jpeg,8,34,5.14437,0.961671
Images/SPI-AOI-TEST-0103.jpeg,-1,-17,21.3697,0.918173
Images/SPI-AOI-TEST-0104.jpeg,47,-15,14.6414,0.951489
Images/SPI-AOI-TEST-0105.jpeg,-30,-33,-17.0338,1.07062
Images/SPI-AOI-TEST-0106.jpeg,-29,-26,-23.006,0.918419
Images/SPI-AOI-TEST-0107.jpeg,-16,-38,21.406,0.911782
Images/SPI-AOI-TEST-0108.jpeg,-45,24,-16.6404,1.0279
Images/SPI-AOI-TEST-0109.jpeg,48,30,8.03356,1.07895
Images/SPI-AOI-TEST-0110.jpeg,5,-16,-16.6239,0.986042
Images/SPI-AOI-TEST-0111.jpeg,23,-38,-15.4749,1.02204
Images/SPI-AOI-TEST-0112.jpeg,-10,-6,-23.1904,0.985034
Images/SPI-AOI-TEST-0113.jpeg,46,35,12.5222,0.993421
Images/SPI-AOI-TEST-0114.jpeg,-3,-31,-26.2864,0.944894
Images/SPI-AOI-TEST-0115.jpeg,-45,-3,-13.0883,0.957277
Images/SPI-AOI-TEST-0116.jpeg,-44,20,6.61544,0.90054
Images/SPI-AOI-TEST-0117.jpeg,-48,-15,16.4769,0.919168
Images/SPI-AOI-TEST-0118.jpeg,12,13,-4.82629,1.01278
Images/SPI-AOI-TEST-0119.jpeg,30,-15,20.8437,0.912674
Images/SPI-AOI-TEST-0120.jpeg,-34,-45,-28.6778,1.02086
Images/SPI-AOI-TEST-0121.jpeg,22,-21,10.0215,1.04869
Images/SPI-AOI-TEST-0122.jpeg,-1,-20,-5.95452,1.05002
Images/SPI-AOI-TEST-0123.jpeg,11,13,-20.0607,0.923412
Images/SPI-AOI-TEST-0124.jpeg,25,26,-23.4388,0.936714
Images/SPI-AOI-TEST-0125.jpeg,11,9,-28.6061,0.988493
Images/SPI-AOI-TEST-0126.jpeg,-31,-11,-23.5005,1.01006
Images/SPI-AOI-TEST-0127.jpeg,-45,42,-25.9751,1.00384
Images/SPI-AOI-TEST-0128.jpeg,-43,-21,1.92539,1.04194
Images/SPI-AOI-TEST-0129.jpeg,-42,12,-25.5458,1.02256
Images/SPI-AOI-TEST-0130.jpeg,-50,-32,-21.614,1.01393
Images/SPI-AOI-TEST-0131.jpeg,-19,-29,-0.919961,1.00803
Images/SPI-AOI-TEST-0132.jpeg,-28,-40,10.8878,1.07468
Images/SPI-AOI-TEST-0133.jpeg,-37,23,-0.45764,0.938776
Images/SPI-AOI-TEST-0134.jpeg,40,-36,8.47354,0.905205
Images/SPI-AOI-TEST-0135.jpeg,35,-7,-7.79102,0.912499
Images/SPI-AOI-TEST-0136.jpeg,29,-36,8.951,0.943279
Images/SPI-AOI-TEST-0137.jpeg,-37,9,23.7719,0.950551
Images/SPI-AOI-TEST-0138.jpeg,1,8,0.883532,1.0209
Images/SPI-AOI-TEST-0139.jpeg,-17,45,-14.0049,0.957302
Images/SPI-AOI-TEST-0140.jpeg,-29,8,-26.9307,1.01805
Images/SPI-AOI-TEST-0141.jpeg,4,-6,13.2745,0.948802
Images/SPI-AOI-TEST-0142.jpeg,-8,48,19.4215,0.911164
Images/SPI-AOI-TEST-0143.jpeg,40,36,-22.5046,1.07624
Images/SPI-AOI-TEST-0144.jpeg,33,39,7.23991,1.06871
Images/SPI-AOI-TEST-0145.jpeg,-36,7,-9.14482,1.02403
Images/SPI-AOI-TEST-0146.jpeg,31,-6,-16.0968,0.950567
Images/SPI-AOI-TEST-0147.jpeg,19,17,-6.75608,1.04082
Images/SPI-AOI-TEST-0148.jpeg,-35,-13,-18.8057,1.04892
Images/SPI-AOI-TEST-0149.jpeg,-12,-12,24.236,0.964101
Images/SPI-AOI-TEST-0150.jpeg,-31,32,6.91421,1.07105
Images/SPI-AOI-TEST-0151.jpeg,-16,-22,3.02777,0.929199
Images/SPI-AOI-TEST-0152.jpeg,-29,49,26.3832,1.09383
Images/SPI-AOI-TEST-0153.jpeg,-14,-13,-5.27449,1.08223
Images/SPI-AOI-TEST-0154.jpeg,13,-39,29.323,1.08011
Images/SPI-AOI-TEST-0155.jpeg,-41,-37,27.4929,1.01329
Images/SPI-AOI-TEST-0156.jpeg,-47,-12,22.3533,1.05657
Images/SPI-AOI-TEST-0157.jpeg,14,-32,7.82965,0.930768
Images/SPI-AOI-TEST-0158.jpeg,-46,11,10.4701,0.980989
Images/SPI-AOI-TEST-0159.jpeg,16,-22,-19.5131,1.02739
Images/SPI-AOI-TEST-0160.jpeg,-46,-13,20.2896,0.997541
Images/SPI-AOI-TEST-0161.jpeg,28,-10,25.0179,0.929471
Images/SPI-AOI-TEST-0162.jpeg,36,-50,12.9658,0.962747
Images/SPI-AOI-TEST-0163.jpeg,-19,-40,-10.3438,0.929038
Images/SPI-AOI-TEST-0164.jpeg,7,14,-8.41719,1.03008
Images/SPI-AOI-TEST-0165.jpeg,-40,20,17.7865,1.06472
Images/SPI-AOI-TEST-0166.jpeg,-34,-34,-17.3821,0.936165
Images/SPI-AOI-TEST-0167.jpeg,-45,-48,-19.6596,0.973289
Images/SPI-AOI-TEST-0168.jpeg,-2,-30,-8.09786,1.05925
Images/SPI-AOI-TEST-0169.jpeg,-33,-15,-6.36876,0.952318
Images/SPI-AOI-TEST-0170.jpeg,-29,0,0.72563,1.03419
Images/SPI-AOI-TEST-0171.jpeg,-43,1,-13.8613,1.04291
Images/SPI-AOI-TEST-0172.jpeg,-25,-38,-28.2061,1.02044
Images/SPI-AOI-TEST-0173.jpeg,-36,22,27.6868,1.0663
Images/SPI-AOI-TEST-0174.jpeg,-28,-47,10.5799,1.04388
Images/SPI-AOI-TEST-0175.jpeg,-14,24,-18.6649,0.92326
Images/SPI-AOI-TEST-0176.jpeg,17,10,-11.1303,0.918811
Images/SPI-AOI-TEST-0177.jpeg,49,-46,3.21498,1.06611
Images/SPI-AOI-TEST-0178.jpeg,-48,39,16.446,0.998655
Images/SPI-AOI-TEST-0179.jpeg,-16,-13,-21.7933,0.983579
Images/SPI-AOI-TEST-0180.jpeg,1,33,-13.3716,0.968752
Images/SPI-AOI-TEST-0181.jpeg,-40,-13,-2.41451,1.05256
Images/SPI-AOI-TEST-0182.jpeg,18,-16,-21.5523,0.933732
Images/SPI-AOI-TEST-0183.jpeg,22,-21,4.43819,0.987263
Images/SPI-AOI-TEST-0184.jpeg,-35,-41,25.0976,1.00007
Images/SPI-AOI-TEST-0185.jpeg,-46,-16,-28.327,0.967616
Images/SPI-AOI-TEST-0186.jpeg,-48,30,-27.9996,0.974819
Images/SPI-AOI-TEST-0187.jpeg,-46,-49,-22.1703,1.08166
Images/SPI-AOI-TEST-0188.jpeg,-22,9,-12.579,0.934106
Images/SPI-AOI-TEST-0189.jpeg,-14,-44,-23.8233,1.08741
Images/SPI-AOI-TEST-0190.jpeg,-1,43,-4.50055,0.927299
Images/SPI-AOI-TEST-0191.jpeg,-33,29,7.90122,1.09458
Images/SPI-AOI-TEST-0192.jpeg,14,-27,-0.730801,1.07022
Images/SPI-AOI-TEST-0193.jpeg,-23,41,22.227,1.05752
Images/SPI-AOI-TEST-0194.jpeg,19,-30,-6.17228,0.972097
Images/SPI-AOI-TEST-0195.jpeg,3,-10,14.6172,1.03007
Images/SPI-AOI-TEST-0196.jpeg,34,26,-17.911,1.02847
Images/SPI-AOI-TEST-0197.jpeg,13,5,-12.5237,1.00108
Images/SPI-AOI-TEST-0198.jpeg,50,-8,2.86624,0.957784
Images/SPI-AOI-TEST-0199.jpeg,-21,15,21.9264,1.05255
Images/SPI-AOI-TEST-0200.jpeg,-48,-10,-29.8754,0.944045
Images/SPI-AOI-TEST-0201.jpeg,-35,-18,10.476,1.05298
Images/SPI-AOI-TEST-0202.jpeg,40,-8,-18.7506,1.02687
Images/SPI-AOI-TEST-0203.jpeg,-50,22,-21.8693,0.925952
Images/SPI-AOI-TEST-0204.jpeg,2,21,-21.7624,0.915581
Images/SPI-AOI-TEST-0205.jpeg,19,-45,21.5613,0.999248
Images/SPI-AOI-TEST-0206.jpeg,-5,20,18.8308,1.07403
Images/SPI-AOI-TEST-0207.jpeg,-24,-9,17.8827,0.965644
Images/SPI-AOI-TEST-0208.jpeg,-3,25,12.5518,1.00442
Images/SPI-AOI-TEST-0209.jpeg,43,3,5.26242,1.00561
Images/SPI-AOI-TEST-0210.jpeg,-25,-20,-24.2521,1.07179
Images/SPI-AOI-TEST-0211.jpeg,33,11,10.6428,1.08432
Images/SPI-AOI-TEST-0212.jpeg,-1,2,23.9936,0.912382
Images/SPI-AOI-TEST-0213.jpeg,20,38,-27.9177,0.939135
Images/SPI-AOI-TEST-0214.jpeg,42,-6,-2.87823,0.90409
Images/SPI-AOI-TEST-0215.jpeg,24,27,-18.4701,1.09668
Images/SPI-AOI-TEST-0216.jpeg,-5,38,-26.2099,1.01651
Images/SPI-AOI-TEST-0217.jpeg,-46,48,25.8104,0.939903
Images/SPI-AOI-TEST-0218.jpeg,31,-6,-27.1731,0.911097
Images/SPI-AOI-TEST-0219.jpeg,25,49,14.1871,1.02657
Images/SPI-AOI-TEST-0220.jpeg,-16,-29,-8.29505,0.975965
Images/SPI-AOI-TEST-0221.jpeg,47,-7,-15.2145,0.945294
Images/SPI-AOI-TEST-0222.jpeg,-5,35,20.8905,0.98409
Images/SPI-AOI-TEST-0223.jpeg,-37,45,23.4848,1.0449
Images/SPI-AOI-TEST-0224.jpeg,41,20,8.26001,0.921591
Images/SPI-AOI-TEST-0225.jpeg,38,35,-15.6663,0.966972
Images/SPI-AOI-TEST-0226.jpeg,1,-15,-9.30117,1.01631
Images/SPI-AOI-TEST-0227.jpeg,21,-39,15.1337,1.05201
Images/SPI-AOI-TEST-0228.jpeg,-7,3,27.1592,1.00804
Images/SPI-AOI-TEST-0229.jpeg,0,-6,-16.4361,1.09387
Images/SPI-AOI-TEST-0230.jpeg,48,16,9.64239,1.0276
Images/SPI-AOI-TEST-0231.jpeg,16,48,-11.0275,1.08332
Images/SPI-AOI-TEST-0232.jpeg,-42,24,16.7657,1.05167
Images/SPI-AOI-TEST-0233.jpeg,19,-28,9.834,0.996824
Images/SPI-AOI-TEST-0234.jpeg,19,-37,-0.683168,0.914734
Images/SPI-AOI-TEST-0235.jpeg,-27,-37,26.0986,0.955841
Images/SPI-AOI-TEST-0236.jpeg,-7,9,23.6936,1.071
Images/SPI-AOI-TEST-0237.jpeg,-5,35,26.0842,1.06428
Images/SPI-AOI-TEST-0238.jpeg,32,40,-11.5471,0.951344
Images/SPI-AOI-TEST-0239.jpeg,17,-2,20.3781,1.0231
Images/SPI-AOI-TEST-0240.jpeg,-22,-48,22.0357,1.03949
Images/SPI-AOI-TEST-0241.jpeg,-38,-35,21.4882,1.0292
Images/SPI-AOI-TEST-0242.jpeg,5,25,-9.33934,0.959392
Images/SPI-AOI-TEST-0243.jpeg,11,42,22.0139,1.06814
Images/SPI-AOI-TEST-0244.jpeg,-4,27,16.8022,0.941657
Images/SPI-AOI-TEST-0245.jpeg,39,-5,-5.46539,0.996972
Images/SPI-AOI-TEST-0246.jpeg,17,43,-23.0252,1.01935
Images/SPI-AOI-TEST-0247.jpeg,34,-7,5.03248,0.916092
Images/SPI-AOI-TEST-0248.jpeg,-45,10,-16.9628,1.02622
Images/SPI-AOI-TEST-0249.jpeg,4,48,-27.0081,0.960521
Images/SPI-AOI-TEST-0250.jpeg,50,21,5.40182,0.921325
Images/SPI-AOI-TEST-0251.jpeg,5,-11,-23.5945,0.921852
Images/SPI-AOI-TEST-0252.jpeg,14,-30,-14.4244,0.926077
Images/SPI-AOI-TEST-0253.jpeg,5,45,18.1369,1.02909
Images/SPI-AOI-TEST-0254.jpeg,0,-12,-22.961,1.00168
Images/SPI-AOI-TEST-0255.jpeg,31,6,18.9853,0.950973
Images/SPI-AOI-TEST-0256.jpeg,-28,-33,29.3966,0.995045
Images/SPI-AOI-TEST-0257.jpeg,11,-18,18.2921,0.960946
Images/SPI-AOI-TEST-0258.jpeg,45,-5,-19.7998,0.949363
Images/SPI-AOI-TEST-0259.jpeg,-1,24,-14.2096,1.00397
Images/SPI-AOI-TEST-0260.jpeg,32,29,23.7588,0.96659
Images/SPI-AOI-TEST-0261.jpeg,-49,-26,-1.47006,1.098
Images/SPI-AOI-TEST-0262.jpeg,26,-3,-20.328,1.06932
Images/SPI-AOI-TEST-0263.jpeg,7,-49,-25.9611,1.05348
Images/SPI-AOI-TEST-0264.jpeg,-1,4,21.1807,1.09792
Images/SPI-AOI-TEST-0265.jpeg,-19,8,19.7161,0.986354
Images/SPI-AOI-TEST-0266.jpeg,-41,-5,0.643778,1.08311
Images/SPI-AOI-TEST-0267.jpeg,-50,-29,-26.7222,0.953421
Images/SPI-AOI-TEST-0268.jpeg,18,9,-7.36853,1.02936
Images/SPI-AOI-TEST-0269.jpeg,23,-11,-22.3604,1.096
Images/SPI-AOI-TEST-0270.jpeg,-47,34,-2.49601,1.03121
Images/SPI-AOI-TEST-0271.jpeg,46,7,23.1104,1.05391
Images/SPI-AOI-TEST-0272.jpeg,28,-4,12.5236,1.08435
Images/SPI-AOI-TEST-0273.jpeg,4,-22,26.0629,1.08882
Images/SPI-AOI-TEST-0274.jpeg,44,-33,6.59307,1.01435
Images/SPI-AOI-TEST-0275.jpeg,17,-29,-20.0849,0.927405
Images/SPI-AOI-TEST-0276.jpeg,-42,-11,-1.78581,1.04985
Images/SPI-AOI-TEST-0277.jpeg,39,-33,19.9774,0.912283
Images/SPI-AOI-TEST-0278.jpeg,31,4,-2.41501,0.937108
Images/SPI-AOI-TEST-0279.jpeg,-39,-5,6.08225,0.97221
Images/SPI-AOI-TEST-0280.jpeg,5,-19,3.45124,0.905488
Images/SPI-AOI-TEST-0281.jpeg,29,21,-19.6135,1.02134
Images/SPI-AOI-TEST-0282.jpeg,26,-10,18.1931,1.01975
Images/SPI-AOI-TEST-0283.jpeg,-28,24,-26.6374,1.08177
Images/SPI-AOI-TEST-0284.jpeg,10,-4,-16.6348,1.03794
Images/SPI-AOI-TEST-0285.jpeg,7,26,-17.6824,1.05492
Images/SPI-AOI-TEST-0286.jpeg,-23,46,-10.7273,0.917676
Images/SPI-AOI-TEST-0287.jpeg,20,-13,-25.623,0.932547
Images/SPI-AOI-TEST-0288.jpeg,47,48,-14.7874,0.960373
Images/SPI-AOI-TEST-0289.jpeg,44,-25,29.1446,1.09993
Images/SPI-AOI-TEST-0290.jpeg,41,42,0.20233,0.982013
Images/SPI-AOI-TEST-0291.jpeg,36,-35,-13.6348,0.977267
Images/SPI-AOI-TEST-0292.jpeg,-33,8,-23.5455,0.91095
Images/SPI-AOI-TEST-0293.jpeg,-39,37,-12.8149,1.08328
Images/SPI-AOI-TEST-0294.jpeg,-46,6,12.6395,0.939259
Images/SPI-AOI-TEST-0295.jpeg,24,27,6.59272,0.946059
Images/SPI-AOI-TEST-0296.jpeg,40,7,8.13466,1.08497
Images/SPI-AOI-TEST-0297.jpeg,19,-9,0.313121,1.02316
Images/SPI-AOI-TEST-0298.jpeg,43,-6,-20.7587,1.05993
Images/SPI-AOI-TEST-0299.jpeg,48,8,-24.3796,1.04704
Images/SPI-AOI-TEST-0300.jpeg,-28,42,-3.15487,0.953102
Images/SPI-AOI-TEST-0301.jpeg,30,49,-11.7613,1.02502
Images/SPI-AOI-TEST-0302.jpeg,38,-33,-0.881115,1.0946
Images/SPI-AOI-TEST-0303.jpeg,3,-25,-13.2727,0.96391
Images/SPI-AOI-TEST-0304.jpeg,23,9,21.6576,1.02063
Images/SPI-AOI-TEST-0305.jpeg,-22,-27,-11.5702,0.992692
Images/SPI-AOI-TEST-0306.jpeg,0,-23,-16.9311,0.921985
Images/SPI-AOI-TEST-0307.jpeg,21,-35,9.90893,0.966503
Images/SPI-AOI-TEST-0308.jpeg,7,-35,24.7023,1.02793
Images/SPI-AOI-TEST-0309.jpeg,-23,-42,-3.51593,1.07594
Images/SPI-AOI-TEST-0310.jpeg,-33,44,11.2952,0.909288
Images/SPI-AOI-TEST-0311.jpeg,38,-9,-6.12415,1.03245
Images/SPI-AOI-TEST-0312.jpeg,-8,13,7.68753,0.978509
Images/SPI-AOI-TEST-0313.jpeg,7,-1,-2.25262,1.07557
Images/SPI-AOI-TEST-0314.jpeg,-6,45,-25.1113,0.969971
Images/SPI-AOI-TEST-0315.jpeg,31,36,0.388566,1.02064
Images/SPI-AOI-TEST-0316.jpeg,-42,11,-28.4773,1.03055
Images/SPI-AOI-TEST-0317.jpeg,-42,45,12.6535,0.938042
Images/SPI-AOI-TEST-0318.jpeg,-29,-18,-29.4333,0.969498
Images/SPI-AOI-TEST-0319.jpeg,8,-16,-9.49525,0.931947
Images/SPI-AOI-TEST-0320.jpeg,-46,-44,-9.83083,0.947167
Images/SPI-AOI-TEST-0321.jpeg,-42,-47,11.5034,0.933355
Images/SPI-AOI-TEST-0322.jpeg,24,35,22.2878,0.943039
Images/SPI-AOI-TEST-0323.jpeg,8,-31,-12.8309,0.969705
Images/SPI-AOI-TEST-0324.jpeg,-39,36,-23.2488,0.906135
Images/SPI-AOI-TEST-0325.jpeg,-50,28,-28.8572,0.917912
Images/SPI-AOI-TEST-0326.jpeg,-18,48,-28.0282,0.961518
Images/SPI-AOI-TEST-0327.jpeg,-16,2,-11.2487,0.946886
Images/SPI-AOI-TEST-0328.jpeg,-25,28,-14.3184,0.937149
Images/SPI-AOI-TEST-0329.jpeg,14,-2,-12.8749,1.06642
Images/SPI-AOI-TEST-0330.jpeg,-33,26,1.06603,0.975046
Images/SPI-AOI-TEST-0331.jpeg,-35,-11,20.4388,1.07759
Images/SPI-AOI-TEST-0332.jpeg,-10,50,-22.2877,0.944868
Images/SPI-AOI-TEST-0333.jpeg,28,-32,17.4486,1.05797
Images/SPI-AOI-TEST-0334.jpeg,47,5,2.09194,1.01276
Images/SPI-AOI-TEST-0335.jpeg,-30,-14,-20.8091,1.0766
Images/SPI-AOI-TEST-0336.jpeg,3,6,-21.4428,0.958857
Images/SPI-AOI-TEST-0337.jpeg,37,-44,3.90366,0.95945
Images/SPI-AOI-TEST-0338.jpeg,-15,-41,8.96996,1.02332
Images/SPI-AOI-TEST-0339.jpeg,6,-16,-9.55799,0.94109
Images/SPI-AOI-TEST-0340.jpeg,-1,20,-19.1731,1.00924
Images/SPI-AOI-TEST-0341.jpeg,-43,44,-21.8836,0.912434
Images/SPI-AOI-TEST-0342.jpeg,17,-37,4.27269,1.0362
Images/SPI-AOI-TEST-0343.jpeg,21,9,-28.5295,0.998784
Images/SPI-AOI-TEST-0344.jpeg,26,-39,-14.0253,1.01483
Images/SPI-AOI-TEST-0345.jpeg,0,3,14.5379,0.944452
Images/SPI-AOI-TEST-0346.jpeg,-19,-5,5.24098,1.03173
Images/SPI-AOI-TEST-0347.jpeg,20,-12,-4.58417,1.0404
Images/SPI-AOI-TEST-0348.jpeg,-44,14,-7.70615,0.982074
Images/SPI-AOI-TEST-0349.jpeg,-19,-47,-2.97846,1.09727
Images/SPI-AOI-TEST-0350.jpeg,-12,17,23.1694,0.960576
Images/SPI-AOI-TEST-0351.jpeg,50,-36,-4.11361,1.08396
Images/SPI-AOI-TEST-0352.jpeg,-33,5,12.3196,1.09005
Images/SPI-AOI-TEST-0353.jpeg,32,15,-2.69378,0.948757
Images/SPI-AOI-TEST-0354.jpeg,30,-25,2.59955,0.936749
Images/SPI-AOI-TEST-0355.jpeg,-43,0,8.80257,1.00465
Images/SPI-AOI-TEST-0356.jpeg,-32,26,-28.9219,0.975248
Images/SPI-AOI-TEST-0357.jpeg,41,8,-27.7557,1.01443
Images/SPI-AOI-TEST-0358.jpeg,-12,-24,-29.8907,0.954694
Images/SPI-AOI-TEST-0359.jpeg,13,-21,-6.31964,1.09205
Images/SPI-AOI-TEST-0360.jpeg,-18,-31,-11.321,1.08021
Images/SPI-AOI-TEST-0361.jpeg,48,36,-14.8299,0.91928
Images/SPI-AOI-TEST-0362.jpeg,18,20,18.4096,1.0112
